영양소,상호작용_유형,상대,상대_정규화,상대_분류,맥락,섹션경로,statement,문헌번호,문헌_확보율,문헌정보,PubMed,출처URL,수집시각
thiamin,영양소-약물,,,,Safety 아래,Safety > Drug interactions,"Reduced blood concentrations of thiamin have been reported in individuals with seizure disorders (epilepsy) taking the anticonvulsant medication, phenytoin, for long periods of time (130). 5-Fluorouracil, a drug used in cancer therapy, inhibits the phosphorylation of thiamin to TPP (131). Diuretics, especially furosemide, may increase the risk of thiamin deficiency in individuals with marginal thiamin intake due to increased urinary excretion of thiamin (29). Moreover, chronic alcohol abuse is associated with thiamin deficiency due to low dietary intake, impaired absorption and utilization, and increased excretion of the vitamin (1). Chronic alcohol feeding to rats showed a decrease in the active absorption of thiamin linked to the inhibition of thiamin membrane transporter THTR-1 in the intestinal epithelium (132). Alcohol consumption in rats also decreases the levels of THTR-1 and THTR-2 in renal epithelial cells, thus limiting thiamin re-uptake by the kidneys (133).",1;29;130;131;132;133,6/6,"1. Tanphaichitr V. Thiamin. In: Shils M, ed. Modern Nutrition in Health and Disease. 9th ed. Baltimore: Williams & Wilkins; 1999:381-389. | Rieck J, Halkin H, Almog S, et al. Urinary loss of thiamine is increased by low doses of furosemide in healthy volunteers. J Lab Clin Med. 1999;134(3):238-243. (PubMed) | Flodin N. Pharmacology of micronutrients. New York: Alan R. Liss, Inc.; 1988. | Schumann K. Interactions between drugs and vitamins at advanced age. Int J Vitam Nutr Res. 1999;69(3):173-178. (PubMed) | Subramanya SB, Subramanian VS, Said HM. Chronic alcohol consumption and intestinal thiamin absorption: effects on physiological and molecular parameters of the uptake process. Am J Physiol Gastrointest Liver Physiol. 2010;299(1):G23-31. (PubMed) | Subramanian VS, Subramanya SB, Tsukamoto H, Said HM. Effect of chronic alcohol feeding on physiological and molecular parameters of renal thiamin transport. Am J Physiol Renal Physiol. 2010;299(1):F28-34. (PubMed)",https://pubmed.ncbi.nlm.nih.gov/10482308/;https://pubmed.ncbi.nlm.nih.gov/10389024/;http://www.ncbi.nlm.nih.gov/pubmed/20448146;http://www.ncbi.nlm.nih.gov/pubmed/20427470,https://lpi.oregonstate.edu/mic/vitamins/thiamin,2026-08-10T04:48:44+00:00
vitamin-A,영양소-영양소,Zinc,Zinc,미량영양소,Nutrient interactions,Function > Nutrient interactions > Zinc,"Zinc deficiency is thought to interfere with vitamin A metabolism in several ways (30): (1) zinc deficiency results in decreased synthesis of retinol-binding protein (RBP), which transports retinol through the circulation to peripheral tissues and protects the organism against potential toxicity of retinol; (2) zinc deficiency results in decreased activity of the enzyme that releases retinol from its storage form, retinyl palmitate, in the liver; and (3) zinc is required for the enzyme that converts retinol into retinal (31). The health consequences of zinc deficiency on vitamin A nutritional status in humans are yet to be defined (30).",30;31,2/2,"Christian P, West KP, Jr. Interactions between zinc and vitamin A: an update. Am J Clin Nutr. 1998;68(2 Suppl):435S-441S. (PubMed) | Auld DS, Bergman T. Medium- and short-chain dehydrogenase/reductase gene and protein families: The role of zinc for alcohol dehydrogenase structure and function. Cell Mol Life Sci. 2008;65(24):3961-3970. (PubMed)",https://pubmed.ncbi.nlm.nih.gov/9701158/;http://www.ncbi.nlm.nih.gov/pubmed/19011745,https://lpi.oregonstate.edu/mic/vitamins/vitamin-A,2026-08-10T04:48:47+00:00
vitamin-A,영양소-영양소,Iron,Iron,미량영양소,Nutrient interactions,Function > Nutrient interactions > Iron,"Vitamin A deficiency often coexists with iron deficiency and may exacerbate iron deficiency anemia by altering iron metabolism (28). Vitamin A supplementation has beneficial effects on iron deficiency anemia and improves iron nutritional status among children and pregnant women (28, 29, 32). The combination of supplemental vitamin A and iron seems to reduce anemia more effectively than either supplemental iron or vitamin A alone (33). Moreover, studies in rats have shown that vitamin A deficiency interferes with erythropoiesis (34) and iron deficiency also alters plasma and liver levels of vitamin A (35, 36).",28;29;32;33;34;35;36,7/7,"Semba RD, Bloem MW. The anemia of vitamin A deficiency: epidemiology and pathogenesis. Eur J Clin Nutr. 2002;56(4):271-281. (PubMed) | Allen LH. Iron supplements: scientific issues concerning efficacy and implications for research and programs. J Nutr. 2002;132(4 Suppl):813S-819S. (PubMed) | da Cunha MSB, Campos Hankins NA, Arruda SF. Effect of vitamin A supplementation on iron status in humans: A systematic review and meta-analysis. Crit Rev Food Sci Nutr. 2019;59(11):1767-1781. (PubMed) | Suharno D, West CE, Muhilal, Karyadi D, Hautvast JG. Supplementation with vitamin A and iron for nutritional anaemia in pregnant women in West Java, Indonesia. Lancet. 1993;342(8883):1325-1328. (PubMed) | da Cunha MS, Siqueira EM, Trindade LS, Arruda SF. Vitamin A deficiency modulates iron metabolism via ineffective erythropoiesis. J Nutr Biochem. 2014;25(10):1035-1044. (PubMed) | Jang JT, Green JB, Beard JL, Green MH. Kinetic analysis shows that iron deficiency decreases liver vitamin A mobilization in rats. J Nutr. 2000;130(5):1291-1296. (PubMed) | Rosales FJ, Jang JT, Pinero DJ, Erikson KM, Beard JL, Ross AC. Iron deficiency in young rats alters the distribution of vitamin A between plasma and liver and between hepatic retinol and retinyl esters. J Nutr. 1999;129(6):1223-1228. (PubMed)",http://www.ncbi.nlm.nih.gov/pubmed/11965502;http://www.ncbi.nlm.nih.gov/pubmed/11925487;https://www.ncbi.nlm.nih.gov/pubmed/29336593;https://pubmed.ncbi.nlm.nih.gov/7901636/;https://www.ncbi.nlm.nih.gov/pubmed/24998947;https://pubmed.ncbi.nlm.nih.gov/10801932/;https://pubmed.ncbi.nlm.nih.gov/10356091/,https://lpi.oregonstate.edu/mic/vitamins/vitamin-A,2026-08-10T04:48:47+00:00
vitamin-A,영양소-약물,,,,Safety 아래,Safety > Drug interactions,"Chronic alcohol consumption results in depletion of liver stores of vitamin A and may contribute to alcohol-induced liver damage (cirrhosis) (116). However, the liver toxicity of preformed vitamin A (retinol) is enhanced by chronic alcohol consumption, thus narrowing the therapeutic window for vitamin A supplementation in alcoholics (116). Oral contraceptives that contain estrogen and progestin increase retinol binding protein (RBP) synthesis by the liver, increasing the export of all- trans -retinol/RBP complex to the circulation. Whether this increases the dietary requirement of vitamin A is not known. Also, the use of cholesterol -lowering medications (like cholestyramine and colestipol), as well as orlistat, mineral oil, and the fat substitute, olestra, which interfere with fat absorption, may affect the absorption of fat-soluble vitamins, including vitamin A (98). Further, intake of large doses of vitamin A may decrease the absorption of vitamin K. Retinoids or retinoid analogs, including acitretin, all- trans -retinoic acid, bexarotene, etretinate, and isotretinoin, should not be used in combination with single-nutrient vitamin A supplements, because they may increase the risk of vitamin A toxicity (98).",98;116,2/2,"Hendler SS, Rorvik DR, eds. PDR for Nutritional Supplements. 2nd ed: Thomson Reuters; 2008. | Lieber CS. Relationships between nutrition, alcohol use, and liver disease. Alcohol Res Health. 2003;27(3):220-231. (PubMed)",http://www.ncbi.nlm.nih.gov/pubmed/15535450,https://lpi.oregonstate.edu/mic/vitamins/vitamin-A,2026-08-10T04:48:47+00:00
vitamin-B12,영양소-약물,,,,Safety 아래,Safety > Drug interactions,"A number of drugs reduce the absorption of vitamin B 12. Proton-pump inhibitors (e.g., omeprazole, esomeprazole, and lansoprazole), used to treat Zollinger-Ellison syndrome and gastroesophageal reflux disease (GERD), markedly decrease stomach acid secretion required for the release of vitamin B 12 from food but not from supplements. Long-term use of proton-pump inhibitors has been found to decrease blood vitamin B 12 concentrations. However, vitamin B 12 deficiency does not generally develop until after at least two-to-three years of continuous therapy (137-139). A recent systematic review and meta-analysis of 25 observational studies found proton-pump inhibitor use was associated with a small increased risk of vitamin B 12 deficiency; however, the studies included in the pooled analysis were too heterogeneous to inform an association (140). Another class of gastric acid inhibitors known as histamine 2 (H 2)-receptor antagonists (e.g., cimetidine, famotidine, and ranitidine), often used to treat peptic ulcer disease, has also been found to decrease the absorption of vitamin B 12 from food. It is not clear whether the long-term use of H 2 -receptor antagonists could cause overt vitamin B 12 deficiency (141, 142). Individuals taking drugs that inhibit gastric acid secretion should consider taking vitamin B 12 in the form of a supplement because gastric acid is not required for its absorption. Other drugs found to inhibit vitamin B 12 absorption from food include cholestyramine (a bile acid -binding resin used in the treatment of high cholesterol), chloramphenicol and neomycin (antibiotics), and colchicine (medicine for gout treatment). Metformin, a medication for individuals with type 2 diabetes mellitus, was found to decrease vitamin B 12 absorption possibly by tying up free calcium required for absorption of the IF-B 12 complex (143). However, the clinical significance of this is unclear (144). It is not known whether calcium supplementation can reverse vitamin B 12 malabsorption; therefore, calcium supplementation is not currently prescribed for the prevention or treatment of metformin-induced vitamin B 12 deficiency (145). Nevertheless, use of metformin may decrease vitamin B 12 status: a meta-analysis of four short-term intervention trials (up to 4 months’ duration) in patients with type 2 diabetes found that metformin use decreased serum cobalamin concentrations by 57 pmol/L, which could have clinical implications if such patients have suboptimal vitamin B 12 status (146). Previous reports that megadoses of vitamin C destroy vitamin B 12 have not been supported (147) and may have been an artifact of the assay used to measure vitamin B 12 status (21). Nitrous oxide, a commonly used anesthetic, oxidizes and inactivates vitamin B 12, thus inhibiting both of the vitamin B 12 -dependent enzymes, and can produce many of the clinical features of vitamin B 12 deficiency, such as megaloblastic anemia and neuropathy. This is of particular risk in chronic recreational users of nitrous oxide. Since nitrous oxide is commonly used for surgery in the elderly, some experts feel vitamin B 12 deficiency should be ruled out prior to its use or prophylactic vitamin B 12 supplementation implemented before and after exposure to the gas (7, 18). Large doses of folic acid given to an individual with an undiagnosed vitamin B 12 deficiency can correct megaloblastic anemia without correcting the underlying vitamin B 12 deficiency, leaving the individual at risk of developing irreversible neurologic damage (21). For this reason, the Food and Nutrition Board of the National Academy of Medicine advises that all adults limit their intake of folic acid (supplements and fortification) to 1,000 μg (1 mg) daily. There is no upper level set for reduced forms of folate (i.e., forms other than folic acid) found in foods.",7;18;21;137;139;140;141;142;143;144;145;146;147,13/13,"Baik HW, Russell RM. Vitamin B12 deficiency in the elderly. Annu Rev Nutr. 1999;19:357-377. (PubMed) | Weir DG, Scott JM. Vitamin B-12 ""Cobalamin"". In: Shils M, ed. Modern Nutrition in Health and Disease. 9th ed. Baltimore: Williams & Wilkins; 1999:447-458. | Food and Nutrition Board, Institute of Medicine. Vitamin B-12. Dietary Reference Intakes: Thiamin, Riboflavin, Niacin, Vitamin B-6, Vitamin B-12, Pantothenic Acid, Biotin, and Choline. Washington D.C.: National Academy Press; 1998:306-356. (National Academy Press) | Dharmarajan TS, Kanagala MR, Murakonda P, Lebelt AS, Norkus EP. Do acid-lowering agents affect vitamin B12 status in older adults? J Am Med Dir Assoc. 2008;9(3):162-167. (PubMed) | Lam JR, Schneider JL, Zhao W, Corley DA. Proton pump inhibitor and histamine 2 receptor antagonist use and vitamin B12 deficiency. JAMA. 2013;310(22):2435-2442. (PubMed) | Choudhury A, Jena A, Jearth V, et al. Vitamin B12 deficiency and use of proton pump inhibitors: a systematic review and meta-analysis. Expert Rev Gastroenterol Hepatol. 2023;17(5):479-487. (PubMed) | Valuck RJ, Ruscin JM. A case-control study on adverse effects: H2 blocker or proton pump inhibitor use and risk of vitamin B12 deficiency in older adults. J Clin Epidemiol. 2004;57(4):422-428. (PubMed) | Termanini B, Gibril F, Sutliff VE, Yu F, Venzon DJ, Jensen RT. Effect of long-term gastric acid suppressive therapy on serum vitamin B12 levels in patients with Zollinger-Ellison syndrome. Am J Med. 1998;104(5):422-430. (PubMed) | Bauman WA, Shaw S, Jayatilleke E, Spungen AM, Herbert V. Increased intake of calcium reverses vitamin B12 malabsorption induced by metformin. Diabetes Care. 2000;23(9):1227-1231. (PubMed) | Obeid R. Metformin causing vitamin B12 deficiency: a guilty verdict without sufficient evidence. Diabetes Care. 2014;37(2):e22-23. (PubMed) | Mazokopakis EE, Starakis IK. Recommendations for diagnosis and management of metformin-induced vitamin B12 (Cbl) deficiency. Diabetes Res Clin Pract. 2012;97(3):359-367. (PubMed) | Chapman LE, Darling AL, Brown JE. Association between metformin and vitamin B12 deficiency in patients with type 2 diabetes: A systematic review and meta-analysis. Diabetes Metab. 2016;42(5):316-327. (PubMed) | Simon JA, Hudes ES. Relation of serum ascorbic acid to serum vitamin B12, serum ferritin, and kidney stones in US adults. Arch Intern Med. 1999;159(6):619-624. (PubMed)",https://pubmed.ncbi.nlm.nih.gov/10448529/;http://www.ncbi.nlm.nih.gov/pubmed/18294598;https://www.ncbi.nlm.nih.gov/pubmed/24327038;https://www.ncbi.nlm.nih.gov/pubmed/37060552;http://www.ncbi.nlm.nih.gov/pubmed/15135846;https://pubmed.ncbi.nlm.nih.gov/9626024/;http://www.ncbi.nlm.nih.gov/pubmed/10977010;http://www.ncbi.nlm.nih.gov/pubmed/24459156;http://www.ncbi.nlm.nih.gov/pubmed/22770998;https://www.ncbi.nlm.nih.gov/pubmed/27130885;https://pubmed.ncbi.nlm.nih.gov/10090119/,https://lpi.oregonstate.edu/mic/vitamins/vitamin-B12,2026-08-10T04:48:49+00:00
vitamin-B6,영양소-약물,,,,Safety 아래,Safety > Drug interactions,"Certain medications interfere with the metabolism of vitamin B 6; therefore, some individuals may be vulnerable to a vitamin B 6 deficiency if supplemental vitamin B 6 is not taken. In the NHANES 2003-2004 analysis, significantly more current and past users of oral contraceptives (OCs) among menstruating women had low plasma PLP levels compared to women who have never used OCs, suggesting that the estrogen content of OCs may interfere with vitamin B 6 metabolism (see Side effects of oral contraceptives below) (121). Anti- tuberculosis medications (e.g., isoniazid and cycloserine), the metal chelator penicillamine, and anti- parkinsonian drugs like Levodopa (L-Dopa) and carbidopa can all form complexes with vitamin B 6 and limit its bioavailability, thus creating a functional deficiency. PLP bioavailability may also be reduced by methylxanthines, such as theophylline used to treat certain respiratory conditions (7). The long-term use of nonsteroidal anti-inflammatory drugs (NSAIDs; e.g., celecoxib and naproxen) may also impair vitamin B 6 metabolism (127). Conversely, high doses of vitamin B 6 have been found to decrease the efficacy of two anticonvulsants, phenobarbital and phenytoin, and of L-Dopa (6, 125). Because vitamin B 6 is required for the metabolism of the amino acid tryptophan, the tryptophan load test (an assay of tryptophan metabolites after an oral dose of tryptophan) has been used as a functional assessment of vitamin B 6 status. Abnormal tryptophan load tests in women taking high-dose oral contraceptives (OCs) in the 1960s and 1970s suggested that these women were vitamin B 6 deficient, which led to the prescription of high doses of vitamin B 6 (100-150 mg/day) to women taking OCs. However, most other indices of vitamin B 6 status were normal in women on high-dose OCs, and the estrogen content of OCs appeared to be more likely responsible for the abnormality in tryptophan metabolism (121). Yet, more recently, the use of lower dose formulations has also been associated with vitamin B 6 inadequacy (121, 128, 129). Although it is not known whether OCs actually impair vitamin B 6 metabolism or merely affect the tissue distribution of PLP, the use of OCs may place women at higher risk of vitamin B 6 deficiency when they discontinue OCs and become pregnant (130). Whether OC users are at higher risk of cardiovascular disease despite normal homocysteine levels also needs to be determined. Finally, although high doses of vitamin B 6 (pyridoxine) have demonstrated no benefit in preventing the risk of side effects from OCs (131), the use of vitamin B 6 supplements may be warranted in current and past OC users.",6;7;121;125;127;128;129;130;131,9/9,"Leklem JE. Vitamin B-6. In: Shils M, Olson JA, Shike M, Ross AC, eds. Modern Nutrition in Health and Disease. 9th ed. Baltimore: Williams & Wilkins; 1999:413-422. | Clayton PT. B6-responsive disorders: a model of vitamin dependency. J Inherit Metab Dis. 2006;29(2-3):317-326. (PubMed) | Morris MS, Picciano MF, Jacques PF, Selhub J. Plasma pyridoxal 5'-phosphate in the US population: the National Health and Nutrition Examination Survey, 2003-2004. Am J Clin Nutr. 2008;87(5):1446-1454. (PubMed) | Bender DA. Non-nutritional uses of vitamin B6. Br J Nutr. 1999;81(1):7-20 (PubMed) | Chang HY, Tang FY, Chen DY, et al. Clinical use of cyclooxygenase inhibitors impairs vitamin B-6 metabolism. Am J Clin Nutr. 2013;98(6):1440-1449. (PubMed) | Lussana F, Zighetti ML, Bucciarelli P, Cugno M, Cattaneo M. Blood levels of homocysteine, folate, vitamin B6 and B12 in women using oral contraceptives compared to non-users. Thromb Res. 2003;112(1-2):37-41. (PubMed) | Rios-Avila L, Coats B, Ralat M, et al. Pyridoxine supplementation does not alter in vivo kinetics of one-carbon metabolism but modifies patterns of one-carbon and tryptophan metabolites in vitamin B-6-insufficient oral contraceptive users. Am J Clin Nutr. 2015;102(3):616-625. (PubMed) | Wilson SM, Bivins BN, Russell KA, Bailey LB. Oral contraceptive use: impact on folate, vitamin B(6), and vitamin B(1)(2) status. Nutr Rev. 2011;69(10):572-583. (PubMed) | Villegas-Salas E, Ponce de Leon R, Juarez-Perez MA, Grubb GS. Effect of vitamin B6 on the side effects of a low-dose combined oral contraceptive. Contraception. 1997;55(4):245-248. (PubMed)",http://www.ncbi.nlm.nih.gov/pubmed/16763894;http://www.ncbi.nlm.nih.gov/pubmed/18469270;http://www.ncbi.nlm.nih.gov/pubmed/10341670;http://www.ncbi.nlm.nih.gov/pubmed/24153347;http://www.ncbi.nlm.nih.gov/pubmed/15013271;https://www.ncbi.nlm.nih.gov/pubmed/26201817;http://www.ncbi.nlm.nih.gov/pubmed/21967158;http://www.ncbi.nlm.nih.gov/pubmed/9179457,https://lpi.oregonstate.edu/mic/vitamins/vitamin-B6,2026-08-10T04:48:52+00:00
vitamin-C,영양소-약물,,,,Safety 아래,Safety > Drug interactions,"Overall, evidence suggesting specific drugs can lower blood vitamin C concentrations in humans is limited. Dihydropyridine calcium channel blockers (e.g., nicardipine, nifedipine) can inhibit vitamin C uptake by intestinal cells in vitro. However, a reduction in blood vitamin C concentrations with these drugs has not been reported in humans (244). Aspirin can impair vitamin C status if taken frequently (245). Conversely, there are case reports suggesting that supplemental vitamin C may lower blood concentrations of some medications, such as fluphenazine (the antipsychotic drug, Prolixin) and indinavir (the antiretroviral drug, Crixivan) (244). There is some evidence, although controversial, that vitamin C interacts with anticoagulant medications like warfarin (Coumadin). Large doses of vitamin C may block the action of warfarin and thus lower its effectiveness. Individuals taking anticoagulant medications should limit their vitamin C intake to <1 g/day and have their prothrombin time monitored by the clinician following their anticoagulant therapy (244). In addition, vitamin C may bind aluminum in the gut and increase the absorption of aluminum-containing compounds (e.g., aluminum-containing antacids, aluminum-containing phosphate binders). People with impaired kidney function may be at risk for aluminum toxicity when supplemental vitamin C is taken at the same time as these compounds (244, 245). Finally, supplemental vitamin C may increase blood estrogen concentrations in women using oral contraceptives or hormone replacement therapy (244). The potential effect of antioxidants during chemotherapy is not well understood, yet only likely to be an issue if a specific chemotherapeutic agent acts through an oxidative mechanism, which is uncommon (200). It is not clear whether vitamin C given parenterally could diminish or increase the efficacy of chemotherapy drugs — in particular, akylating agents (e.g., cyclophosphamide, busulfan), antitumor antibiotics (e.g., doxorubicin, bleomycin), and arsenic trioxide. Patients are advised to discuss with their oncologist before using vitamin C supplements (244, 245). Because high doses of vitamin C have also been found to interfere with the interpretation of certain laboratory tests (e.g., serum bilirubin, serum creatinine, and the stool guaiac assay for occult blood), it is important to inform one's health care provider of any recent supplement use. A three-year randomized controlled trial in 160 patients with documented coronary heart disease and low blood HDL concentrations found that a combination of simvastatin (Zocor) and niacin increased HDL concentration, inhibited the progression of coronary artery stenosis (narrowing), and decreased the frequency of cardiovascular events, such as myocardial infarction and stroke (246). Surprisingly, when an antioxidant combination (1,000 mg vitamin C, 800 IU vitamin E, 100 mg selenium, and 25 mg β-carotene daily) was taken with the simvastatin-niacin combination, the protective effects were diminished. In contrast, a much larger trial in more than 20,000 men and women with coronary heart disease or diabetes mellitus found that simvastatin and an antioxidant combination (600 mg vitamin E, 250 mg vitamin C, and 20 mg β-carotene daily) did not diminish the cardioprotective effects of simvastatin therapy over a five-year period (247). Since the antioxidants were taken together in these trials, the individual contribution of vitamin C cannot be determined. Moreover, the contradictory findings of the two trials indicate that further research is needed on potential interactions between antioxidant supplements and cholesterol -lowering drugs, such as HMG-CoA reductase inhibitors (statins).",200;244;245;246;247,5/5,"Carr AC, Vissers MC, Cook JS. The effect of intravenous vitamin C on cancer- and chemotherapy-related fatigue and quality of life. Front Oncol. 2014;4:283. (PubMed) | Natural Medicines. Vitamin C/Professional handout/Interactions with drugs. https://naturalmedicines-therapeuticresearch-com. Accessed 7/2/18. | Hendler SS, Rorvik DM. PDR for Nutritional Supplements. 2nd ed. Montvale: Thomson Reuters; 2008. | Brown BG, Zhao XQ, Chait A, et al. Simvastatin and niacin, antioxidant vitamins, or the combination for the prevention of coronary disease. N Engl J Med. 2001;345(22):1583-1592. (PubMed) | Collins R, Peto R, Armitage J. The MRC/BHF Heart Protection Study: preliminary results. Int J Clin Pract. 2002;56(1):53-56. (PubMed)",https://www.ncbi.nlm.nih.gov/pubmed/25360419;https://www.ncbi.nlm.nih.gov/pubmed/11757504;https://www.ncbi.nlm.nih.gov/pubmed/11831837,https://lpi.oregonstate.edu/mic/vitamins/vitamin-C,2026-08-10T04:48:54+00:00
vitamin-D,영양소-약물,,,,Safety 아래,Safety > Drug interactions,"The following medications should not be taken at the same time as vitamin D because they can decrease the intestinal absorption of vitamin D: cholestyramine (Questran), colestipol (Colestid), orlistat (Xenical), and mineral oil (365, 366). The following medications increase the metabolism of vitamin D and may decrease serum 25-hydroxyvitamin D concentrations: phenytoin (Dilantin), fosphenytoin (Cerebyx), phenobarbital (Luminal), carbamazepine (Tegretol), and rifampin (Rimactane) (6). Cimetidine, a H 2 blocker that suppresses stomach acid secretion, inhibits the hydroxylation of vitamin D in the liver (367). Treating acid reflux, gastroesophageal reflux disease (GERD), or ulcers with proton-pump inhibitors (omeprazole, lansoprazole) might interfere with calcium absorption and increase the risk of fracture such that patients are advised to take calcium and vitamin D supplements (368). The oral antifungal medication, ketoconazole, inhibits the 25-hydroxyvitamin D 3 -1α-hydroxylase enzyme and has been found to reduce serum 1α,25-dihydroxyvitamin D concentrations in healthy men (369). The Endocrine Society also recommends monitoring vitamin D status of patients on glucocorticoids and HIV treatment drugs because these medications increase the catabolism of 25-hydroxyvitamin D (40). The use of some cytostatic agents (cell growth inhibitors) may also increase the degradation of 25-hydroxyvitamin D and 1α,25-dihydroxyvitamin D in cancer patients under chemotherapy (6). The induction of hypercalcemia by toxic levels of vitamin D may precipitate cardiac arrhythmia in patients on digoxin (Lanoxin) (367). Hypercalcemia may also reduce the effectiveness of verapamil (Calan) and diltiazem (Cardizem) in atrial fibrillation (367).",6;40;365;366;367;368;369,7/7,"Grober U, Spitz J, Reichrath J, Kisters K, Holick MF. Vitamin D: Update 2013: From rickets prophylaxis to general preventive healthcare. Dermatoendocrinol. 2013;5(3):331-347. (PubMed) | Holick MF, Binkley NC, Bischoff-Ferrari HA, et al. Evaluation, treatment, and prevention of vitamin D deficiency: an Endocrine Society clinical practice guideline. J Clin Endocrinol Metab. 2011;96(7):1911-1930. (PubMed) | Knodel LC, Talbert RL. Adverse effects of hypolipidaemic drugs. Med Toxicol. 1987;2(1):10-32. (PubMed) | McDuffie JR, Calis KA, Booth SL, Uwaifo GI, Yanovski JA. Effects of orlistat on fat-soluble vitamins in obese adolescents. Pharmacotherapy. 2002;22(7):814-822. (PubMed) | Natural Medicines. Vitamin D. Professional handout/Drug interactions. Available at: https://naturalmedicines.therapeuticresearch.com. Accessed 6/11/17. | Panday K, Gona A, Humphrey MB. Medication-induced osteoporosis: screening and treatment strategies. Ther Adv Musculoskelet Dis. 2014;6(5):185-202. (PubMed) | Glass AR, Eil C. Ketoconazole-induced reduction in serum 1,25-dihydroxyvitamin D. J Clin Endocrinol Metab. 1986;63(3):766-769. (PubMed)",http://www.ncbi.nlm.nih.gov/pubmed/24516687;http://www.ncbi.nlm.nih.gov/pubmed/21646368;http://www.ncbi.nlm.nih.gov/pubmed/3547004;http://www.ncbi.nlm.nih.gov/pubmed/12126214;https://www.ncbi.nlm.nih.gov/pubmed/25342997;http://www.ncbi.nlm.nih.gov/pubmed/3755445,https://lpi.oregonstate.edu/mic/vitamins/vitamin-D,2026-08-10T04:48:57+00:00
vitamin-E,영양소-영양소,Dietary and circulating fatty acids,Dietary and circulating fatty acids,다량영양소,Nutrient interactions,Metabolism > Nutrient interactions > Dietary and circulating fatty acids,"In the circulation, all lipoproteins (i.e., VLDLs, LDLs, and HDLs) are involved in the transport and tissue distribution of α-tocopherol (1). Increased concentrations of lipids (cholesterol and triglycerides) in the blood have been correlated to higher serum α-tocopherol concentrations. However, if a high blood concentration of lipids is associated with a slower turnover of lipoproteins, then the distribution of α-tocopherol to tissues may be substantially altered (20).",1;20,2/2,"Traber MG. Vitamin E. In: Erdman JWJ, Macdonald IA, Zeisel SH, eds. Present Knowledge in Nutrition. 10th ed. Washington, D.C.: Wiley-Blackwell; 2012:214-229. | Traber MG, Leonard SW, Bobe G, et al. alpha-Tocopherol disappearance rates from plasma depend on lipid concentrations: studies using deuterium-labeled collard greens in younger and older adults. Am J Clin Nutr. 2015;101(4):752-759. (PubMed)",http://www.ncbi.nlm.nih.gov/pubmed/25739929,https://lpi.oregonstate.edu/mic/vitamins/vitamin-E,2026-08-10T04:48:59+00:00
vitamin-E,영양소-영양소,Vitamin C,Vitamin C,미량영양소,Nutrient interactions,Metabolism > Nutrient interactions > Vitamin C,"A few human studies using conditions of oxidative stress have demonstrated the importance of vitamin C (ascorbic acid) in the recycling of oxidized α-tocopherol back to its reduced state (see Figure 2). Oxidative stress caused by cigarette smoking accelerates the depletion of plasma α-tocopherol in smokers compared to nonsmokers (21). In a double-blind, placebo -controlled trial in 11 smokers and 13 nonsmokers given α-tocopherol and γ-tocopherol that was labeled with deuterium, supplementation with vitamin C reduced the rate of vitamin E loss in plasma, likely by regenerating tocopheryl radicals back to nonoxidized forms (22).",21;22,2/2,"Leonard SW, Bruno RS, Ramakrishnan R, Bray T, Traber MG. Cigarette smoking increases human vitamin E requirements as estimated by plasma deuterium-labeled CEHC. Ann N Y Acad Sci. 2004;1031:357-360. (PubMed) | Bruno RS, Leonard SW, Atkinson J, et al. Faster plasma vitamin E disappearance in smokers is normalized by vitamin C supplementation. Free Radic Biol Med. 2006;40(4):689-697. (PubMed)",http://www.ncbi.nlm.nih.gov/pubmed/15753169;https://pubmed.ncbi.nlm.nih.gov/16458200/,https://lpi.oregonstate.edu/mic/vitamins/vitamin-E,2026-08-10T04:48:59+00:00
vitamin-E,영양소-영양소,Vitamin K,Vitamin K,미량영양소,Nutrient interactions,Metabolism > Nutrient interactions > Vitamin K,"Both α-tocopherol and phylloquinone (vitamin K 1) are fat-soluble vitamins and share similar side chains. These two vitamins undergo some common processes at the level of intestinal absorption, transport via chylomicrons to the liver, hepatic catabolism, and excretion (23). Large doses of vitamin E have been found to antagonize vitamin K. For more information, see the Safety section below.",23,1/1,Traber MG. Vitamin E and K interactions--a 50-year-old problem. Nutr Rev. 2008;66(11):624-629. (PubMed),https://www.ncbi.nlm.nih.gov/pubmed/19019024,https://lpi.oregonstate.edu/mic/vitamins/vitamin-E,2026-08-10T04:48:59+00:00
